respondent_id,h1n1_vaccine,seasonal_vaccine
49551,0.48,0.68
49552,0.04,0.16
49553,0.17,0.22
49554,0.75,0.89
49555,0.06,0.56
49556,0.09,0.11
49557,0.61,0.68
49558,0.44,0.63
49559,0.04,0.15
49560,0.14,0.79
49561,0.16,0.33
49562,0.35,0.82
49563,0.35,0.89
49564,0.09,0.68
49565,0.05,0.17
49566,0.04,0.77
49567,0.27,0.63
49568,0.65,0.78
49569,0.05,0.59
49570,0.31,0.53
49571,0.03,0.04
49572,0.03,0.17
49573,0.15,0.2
49574,0.2,0.45
49575,0.11,0.85
49576,0.51,0.52
49577,0.27,0.6
49578,0.14,0.41
49579,0.09,0.06
49580,0.36,0.64
49581,0.12,0.64
49582,0.6,0.72
49583,0.59,0.74
49584,0.09,0.6
49585,0.16,0.34
49586,0.03,0.19
49587,0.65,0.84
49588,0.39,0.66
49589,0.92,0.9
49590,0.02,0.17
49591,0.57,0.52
49592,0.01,0.68
49593,0.03,0.37
49594,0.05,0.86
49595,0.19,0.64
49596,0.02,0.15
49597,0.07,0.64
49598,0.1,0.31
49599,0.11,0.38
49600,0.86,0.82
49601,0.03,0.6
49602,0.13,0.23
49603,0.14,0.17
49604,0.33,0.43
49605,0.26,0.55
49606,0.11,0.42
49607,0.04,0.76
49608,0.07,0.84
49609,0.1,0.39
49610,0.06,0.16
49611,0.12,0.7
49612,0.03,0.17
49613,0.2,0.52
49614,0.39,0.58
49615,0.25,0.73
49616,0.34,0.86
49617,0.19,0.44
49618,0.85,0.94
49619,0.07,0.97
49620,0.04,0.58
49621,0.02,0.11
49622,0.05,0.27
49623,0.34,0.56
49624,0.12,0.31
49625,0.06,0.05
49626,0.3,0.86
49627,0.21,0.33
49628,0.23,0.16
49629,0.02,0.32
49630,0.06,0.09
49631,0.32,0.45
49632,0.13,0.2
49633,0.03,0.9
49634,0.23,0.47
49635,0.68,0.96
49636,0.2,0.46
49637,0.45,0.42
49638,0.16,0.13
49639,0.06,0.27
49640,0.87,0.9
49641,0.25,0.35
49642,0.24,0.66
49643,0.12,0.35
49644,0.12,0.28
49645,0.86,0.95
49646,0.06,0.09
49647,0.3,0.75
49648,0.04,0.74
49649,0.04,0.09
49650,0.09,0.86
49651,0.04,0.06
49652,0.2,0.32
49653,0.01,0.06
49654,0.06,0.91
49655,0.06,0.47
49656,0.03,0.6
49657,0.01,0.6
49658,0.16,0.56
49659,0.58,0.68
49660,0.24,0.57
49661,0.07,0.09
49662,0.03,0.15
49663,0.21,0.56
49664,0.21,0.5
49665,0.58,0.66
49666,0.08,0.2
49667,0.09,0.88
49668,0.06,0.15
49669,0.09,0.68
49670,0.05,0.12
49671,0.27,0.89
49672,0.05,0.54
49673,0.1,0.15
49674,0.04,0.58
49675,0.17,0.39
49676,0.33,0.45
49677,0.17,0.21
49678,0.44,0.57
49679,0.08,0.12
49680,0.54,0.72
49681,0.24,0.49
49682,0.27,0.58
49683,0.56,0.89
49684,0.78,0.91
49685,0.1,0.09
49686,0.04,0.23
49687,0.36,0.69
49688,0.03,0.8
49689,0.02,0.14
49690,0.1,0.34
49691,0.17,0.41
49692,0.2,0.72
49693,0.19,0.13
49694,0.09,0.4
49695,0.27,0.43
49696,0.07,0.74
49697,0.06,0.51
49698,0.07,0.24
49699,0.24,0.38
49700,0.51,0.8
49701,0.14,0.14
49702,0.29,0.84
49703,0.05,0.44
49704,0.02,0.04
49705,0.48,0.52
49706,0.28,0.88
49707,0.04,0.67
49708,0.08,0.13
49709,0.03,0.13
49710,0.03,0.2
49711,0.35,0.74
49712,0.06,0.04
49713,0.77,0.83
49714,0.29,0.68
49715,0.29,0.23
49716,0.16,0.29
49717,0.7,0.91
49718,0.18,0.57
49719,0.43,0.82
49720,0.09,0.79
49721,0.03,0.25
49722,0.03,0.02
49723,0.03,0.24
49724,0.64,0.56
49725,0.12,0.56
49726,0.04,0.08
49727,0.5,0.72
49728,0.04,0.07
49729,0.05,0.41
49730,0.79,0.93
49731,0.0,0.14
49732,0.48,0.37
49733,0.14,0.17
49734,0.11,0.32
49735,0.06,0.66
49736,0.05,0.07
49737,0.05,0.14
49738,0.16,0.88
49739,0.2,0.27
49740,0.03,0.13
49741,0.06,0.15
49742,0.26,0.34
49743,0.18,0.63
49744,0.14,0.15
49745,0.04,0.16
49746,0.1,0.16
49747,0.08,0.8
49748,0.67,0.83
49749,0.2,0.79
49750,0.36,0.64
49751,0.23,0.17
49752,0.15,0.55
49753,0.07,0.55
49754,0.08,0.16
49755,0.0,0.12
49756,0.09,0.65
49757,0.12,0.37
49758,0.24,0.24
49759,0.65,0.92
49760,0.41,0.53
49761,0.03,0.12
49762,0.21,0.66
49763,0.29,0.61
49764,0.51,0.82
49765,0.06,0.1
49766,0.34,0.44
49767,0.15,0.33
49768,0.16,0.85
49769,0.15,0.28
49770,0.36,0.83
49771,0.78,0.85
49772,0.05,0.26
49773,0.07,0.37
49774,0.01,0.65
49775,0.02,0.34
49776,0.15,0.71
49777,0.46,0.41
49778,0.14,0.19
49779,0.37,0.74
49780,0.0,0.03
49781,0.0,0.07
49782,0.27,0.36
49783,0.09,0.52
49784,0.2,0.61
49785,0.08,0.27
49786,0.22,0.87
49787,0.06,0.52
49788,0.16,0.1
49789,0.25,0.14
49790,0.02,0.16
49791,0.8,0.87
49792,0.16,0.75
49793,0.22,0.31
49794,0.49,0.82
49795,0.07,0.23
49796,0.1,0.72
49797,0.67,0.9
49798,0.16,0.16
49799,0.39,0.51
49800,0.11,0.67
49801,0.8,0.93
49802,0.3,0.49
49803,0.36,0.3
49804,0.72,0.75
49805,0.04,0.47
49806,0.05,0.17
49807,0.05,0.27
49808,0.56,0.92
49809,0.15,0.33
49810,0.11,0.3
49811,0.34,0.22
49812,0.27,0.32
49813,0.14,0.61
49814,0.05,0.1
49815,0.12,0.39
49816,0.04,0.75
49817,0.01,0.8
49818,0.54,0.72
49819,0.45,0.67
49820,0.85,0.98
49821,0.6,0.78
49822,0.05,0.03
49823,0.26,0.58
49824,0.03,0.1
49825,0.04,0.12
49826,0.33,0.49
49827,0.68,0.74
49828,0.21,0.4
49829,0.69,0.87
49830,0.12,0.85
49831,0.67,0.7
49832,0.19,0.82
49833,0.09,0.69
49834,0.07,0.71
49835,0.03,0.09
49836,0.15,0.61
49837,0.11,0.43
49838,0.27,0.69
49839,0.39,0.41
49840,0.39,0.58
49841,0.1,0.74
49842,0.05,0.66
49843,0.03,0.71
49844,0.37,0.7
49845,0.5,0.53
49846,0.08,0.1
49847,0.27,0.84
49848,0.01,0.18
49849,0.17,0.41
49850,0.07,0.69
49851,0.05,0.23
49852,0.11,0.3
49853,0.22,0.26
49854,0.06,0.64
49855,0.87,0.93
49856,0.02,0.36
49857,0.57,0.65
49858,0.12,0.5
49859,0.36,0.69
49860,0.06,0.13
49861,0.15,0.36
49862,0.29,0.8
49863,0.06,0.57
49864,0.08,0.17
49865,0.61,0.55
49866,0.68,0.74
49867,0.09,0.4
49868,0.29,0.44
49869,0.1,0.84
49870,0.1,0.8
49871,0.1,0.43
49872,0.13,0.42
49873,0.27,0.8
49874,0.03,0.14
49875,0.02,0.14
49876,0.74,0.91
49877,0.13,0.31
49878,0.02,0.08
49879,0.02,0.13
49880,0.06,0.16
49881,0.39,0.48
49882,0.49,0.92
49883,0.05,0.99
49884,0.37,0.68
49885,0.59,0.9
49886,0.17,0.17
49887,0.75,0.67
49888,0.07,0.57
49889,0.03,0.23
49890,0.52,0.68
49891,0.15,0.23
49892,0.05,0.32
49893,0.7,0.61
49894,0.23,0.41
49895,0.04,0.78
49896,0.03,0.15
49897,0.02,0.22
49898,0.03,0.3
49899,0.34,0.59
49900,0.29,0.75
49901,0.32,0.51
49902,0.22,0.65
49903,0.09,0.22
49904,0.13,0.4
49905,0.74,0.81
49906,0.12,0.2
49907,0.05,0.87
49908,0.12,0.15
49909,0.35,0.86
49910,0.0,0.08
49911,0.01,0.52
49912,0.04,0.1
49913,0.05,0.04
49914,0.02,0.1
49915,0.02,0.13
49916,0.11,0.42
49917,0.86,0.96
49918,0.03,0.67
49919,0.08,0.12
49920,0.64,0.93
49921,0.31,0.41
49922,0.93,0.95
49923,0.12,0.66
49924,0.29,0.76
49925,0.16,0.3
49926,0.33,0.41
49927,0.08,0.15
49928,0.28,0.59
49929,0.01,0.04
49930,0.14,0.66
49931,0.29,0.53
49932,0.04,0.54
49933,0.33,0.39
49934,0.05,0.83
49935,0.04,0.12
49936,0.33,0.51
49937,0.01,0.43
49938,0.86,0.92
49939,0.03,0.33
49940,0.89,0.95
49941,0.3,0.86
49942,0.17,0.37
49943,0.13,0.67
49944,0.84,0.94
49945,0.01,0.07
49946,0.15,0.34
49947,0.34,0.54
49948,0.1,0.93
49949,0.62,0.38
49950,0.09,0.12
49951,0.1,0.24
49952,0.61,0.89
49953,0.19,0.38
49954,0.06,0.25
49955,0.38,0.57
49956,0.07,0.13
49957,0.13,0.48
49958,0.05,0.29
49959,0.1,0.34
49960,0.34,0.72
49961,0.14,0.68
49962,0.13,0.24
49963,0.42,0.78
49964,0.06,0.38
49965,0.24,0.75
49966,0.23,0.28
49967,0.08,0.65
49968,0.05,0.14
49969,0.07,0.19
49970,0.26,0.57
49971,0.11,0.72
49972,0.05,0.31
49973,0.12,0.59
49974,0.17,0.51
49975,0.39,0.42
49976,0.38,0.26
49977,0.27,0.38
49978,0.21,0.67
49979,0.65,0.87
49980,0.03,0.91
49981,0.17,0.39
49982,0.27,0.86
49983,0.02,0.08
49984,0.37,0.82
49985,0.15,0.6
49986,0.51,0.72
49987,0.18,0.37
49988,0.64,0.75
49989,0.08,0.35
49990,0.17,0.22
49991,0.61,0.77
49992,0.06,0.3
49993,0.34,0.51
49994,0.07,0.82
49995,0.03,0.09
49996,0.22,0.47
49997,0.04,0.64
49998,0.38,0.54
49999,0.05,0.3
50000,0.16,0.39
50001,0.04,0.1
50002,0.53,0.6
50003,0.01,0.2
50004,0.48,0.43
50005,0.64,0.91
50006,0.35,0.48
50007,0.07,0.63
50008,0.04,0.17
50009,0.08,0.24
50010,0.15,0.61
50011,0.02,0.11
50012,0.25,0.67
50013,0.29,0.56
50014,0.25,0.4
50015,0.65,0.54
50016,0.08,0.43
50017,0.2,0.28
50018,0.2,0.33
50019,0.42,0.84
50020,0.08,0.69
50021,0.17,0.12
50022,0.11,0.54
50023,0.69,0.63
50024,0.94,0.94
50025,0.14,0.39
50026,0.07,0.72
50027,0.1,0.68
50028,0.14,0.27
50029,0.31,0.82
50030,0.02,0.04
50031,0.18,0.72
50032,0.07,0.15
50033,0.25,0.56
50034,0.07,0.09
50035,0.1,0.72
50036,0.09,0.37
50037,0.11,0.5
50038,0.2,0.29
50039,0.07,0.92
50040,0.05,0.2
50041,0.05,0.23
50042,0.08,0.69
50043,0.0,0.06
50044,0.21,0.35
50045,0.37,0.74
50046,0.07,0.74
50047,0.36,0.59
50048,0.02,0.23
50049,0.37,0.48
50050,0.62,0.89
50051,0.18,0.64
50052,0.02,0.21
50053,0.01,0.12
50054,0.64,0.96
50055,0.32,0.48
50056,0.11,0.3
50057,0.27,0.37
50058,0.24,0.2
50059,0.05,0.15
50060,0.07,0.29
50061,0.02,0.28
50062,0.0,0.13
50063,0.02,0.14
50064,0.19,0.27
50065,0.02,0.15
50066,0.64,0.81
50067,0.08,0.5
50068,0.48,0.68
50069,0.14,0.52
50070,0.12,0.26
50071,0.09,0.43
50072,0.4,0.85
50073,0.36,0.39
50074,0.11,0.72
50075,0.63,0.76
50076,0.53,0.87
50077,0.25,0.68
50078,0.13,0.24
50079,0.01,0.1
50080,0.23,0.34
50081,0.74,0.87
50082,0.49,0.77
50083,0.32,0.54
50084,0.13,0.33
50085,0.32,0.52
50086,0.23,0.37
50087,0.11,0.23
50088,0.06,0.13
50089,0.64,0.67
50090,0.04,0.11
50091,0.14,0.51
50092,0.0,0.2
50093,0.38,0.63
50094,0.61,0.65
50095,0.57,0.8
50096,0.2,0.29
50097,0.26,0.68
50098,0.06,0.5
50099,0.7,0.95
50100,0.0,0.53
50101,0.48,0.78
50102,0.3,0.41
50103,0.52,0.57
50104,0.04,0.47
50105,0.13,0.92
50106,0.05,0.38
50107,0.05,0.1
50108,0.06,0.82
50109,0.09,0.21
50110,0.75,0.87
50111,0.35,0.36
50112,0.1,0.7
50113,0.04,0.08
50114,0.01,0.12
50115,0.14,0.49
50116,0.41,0.27
50117,0.23,0.82
50118,0.05,0.22
50119,0.12,0.12
50120,0.05,0.14
50121,0.09,0.24
50122,0.83,0.84
50123,0.01,0.07
50124,0.0,0.09
50125,0.38,0.72
50126,0.0,0.92
50127,0.27,0.77
50128,0.15,0.92
50129,0.17,0.19
50130,0.01,0.1
50131,0.64,0.66
50132,0.76,0.82
50133,0.09,0.22
50134,0.12,0.6
50135,0.15,0.17
50136,0.36,0.74
50137,0.15,0.54
50138,0.06,0.19
50139,0.22,0.55
50140,0.01,0.23
50141,0.1,0.14
50142,0.19,0.68
50143,0.75,0.77
50144,0.48,0.69
50145,0.02,0.44
50146,0.68,0.91
50147,0.16,0.52
50148,0.68,0.8
50149,0.08,0.18
50150,0.11,0.31
50151,0.05,0.2
50152,0.09,0.71
50153,0.17,0.19
50154,0.09,0.66
50155,0.14,0.59
50156,0.01,0.04
50157,0.21,0.83
50158,0.85,0.93
50159,0.09,0.89
50160,0.02,0.41
50161,0.19,0.72
50162,0.06,0.19
50163,0.03,0.14
50164,0.04,0.19
50165,0.03,0.07
50166,0.02,0.16
50167,0.24,0.69
50168,0.13,0.3
50169,0.2,0.29
50170,0.04,0.43
50171,0.14,0.32
50172,0.02,0.64
50173,0.33,0.49
50174,0.02,0.33
50175,0.12,0.84
50176,0.04,0.24
50177,0.31,0.39
50178,0.1,0.74
50179,0.05,0.34
50180,0.03,0.09
50181,0.05,0.09
50182,0.22,0.45
50183,0.71,0.91
50184,0.02,0.49
50185,0.68,0.29
50186,0.08,0.22
50187,0.69,0.81
50188,0.23,0.47
50189,0.1,0.06
50190,0.07,0.59
50191,0.6,0.64
50192,0.03,0.07
50193,0.09,0.6
50194,0.05,0.28
50195,0.05,0.88
50196,0.14,0.51
50197,0.34,0.42
50198,0.41,0.72
50199,0.02,0.43
50200,0.59,0.94
50201,0.22,0.71
50202,0.15,0.32
50203,0.1,0.09
50204,0.07,0.16
50205,0.82,0.87
50206,0.74,0.89
50207,0.08,0.17
50208,0.08,0.7
50209,0.15,0.25
50210,0.19,0.43
50211,0.47,0.93
50212,0.61,0.91
50213,0.19,0.22
50214,0.23,0.86
50215,0.09,0.15
50216,0.42,0.77
50217,0.06,0.09
50218,0.14,0.5
50219,0.0,0.14
50220,0.05,0.49
50221,0.29,0.48
50222,0.09,0.22
50223,0.09,0.06
50224,0.17,0.76
50225,0.36,0.54
50226,0.31,0.39
50227,0.4,0.58
50228,0.04,0.41
50229,0.19,0.31
50230,0.01,0.35
50231,0.76,0.69
50232,0.1,0.52
50233,0.46,0.54
50234,0.41,0.33
50235,0.04,0.5
50236,0.1,0.24
50237,0.02,0.26
50238,0.43,0.53
50239,0.05,0.92
50240,0.03,0.31
50241,0.03,0.14
50242,0.31,0.62
50243,0.04,0.21
50244,0.03,0.09
50245,0.49,0.7
50246,0.32,0.43
50247,0.59,0.72
50248,0.42,0.57
50249,0.04,0.68
50250,0.34,0.58
50251,0.08,0.08
50252,0.09,0.36
50253,0.1,0.92
50254,0.26,0.92
50255,0.11,0.3
50256,0.01,0.45
50257,0.62,0.77
50258,0.02,0.45
50259,0.08,0.85
50260,0.11,0.32
50261,0.78,0.75
50262,0.04,0.19
50263,0.14,0.37
50264,0.1,0.1
50265,0.88,0.94
50266,0.21,0.53
50267,0.22,0.69
50268,0.09,0.34
50269,0.11,0.36
50270,0.47,0.64
50271,0.02,0.12
50272,0.05,0.53
50273,0.12,0.58
50274,0.25,0.55
50275,0.07,0.5
50276,0.04,0.47
50277,0.17,0.37
50278,0.67,0.91
50279,0.16,0.23
50280,0.03,0.28
50281,0.05,0.21
50282,0.04,0.13
50283,0.66,0.88
50284,0.13,0.15
50285,0.38,0.71
50286,0.04,0.06
50287,0.53,0.63
50288,0.04,0.4
50289,0.56,0.64
50290,0.02,0.15
50291,0.5,0.57
50292,0.04,0.2
50293,0.13,0.24
50294,0.09,0.41
50295,0.28,0.12
50296,0.62,0.82
50297,0.05,0.44
50298,0.07,0.62
50299,0.03,0.2
50300,0.29,0.62
50301,0.1,0.12
50302,0.79,0.93
50303,0.62,0.92
50304,0.46,0.34
50305,0.14,0.39
50306,0.06,0.32
50307,0.03,0.15
50308,0.26,0.68
50309,0.15,0.67
50310,0.55,0.62
50311,0.55,0.61
50312,0.09,0.36
50313,0.11,0.11
50314,0.53,0.86
50315,0.19,0.93
50316,0.27,0.79
50317,0.02,0.11
50318,0.04,0.36
50319,0.01,0.54
50320,0.03,0.27
50321,0.28,0.89
50322,0.08,0.17
50323,0.51,0.69
50324,0.11,0.53
50325,0.35,0.76
50326,0.12,0.65
50327,0.23,0.84
50328,0.09,0.57
50329,0.2,0.26
50330,0.24,0.39
50331,0.31,0.28
50332,0.08,0.53
50333,0.78,0.79
50334,0.17,0.83
50335,0.65,0.84
50336,0.08,0.98
50337,0.02,0.07
50338,0.37,0.75
50339,0.16,0.47
50340,0.06,0.16
50341,0.04,0.27
50342,0.23,0.37
50343,0.64,0.84
50344,0.06,0.67
50345,0.37,0.86
50346,0.04,0.21
50347,0.16,0.45
50348,0.08,0.05
50349,0.06,0.1
50350,0.02,0.08
50351,0.04,0.18
50352,0.24,0.29
50353,0.03,0.5
50354,0.43,0.61
50355,0.03,0.15
50356,0.46,0.32
50357,0.04,0.09
50358,0.04,0.51
50359,0.05,0.25
50360,0.05,0.19
50361,0.08,0.19
50362,0.72,0.62
50363,0.2,0.15
50364,0.66,0.87
50365,0.27,0.53
50366,0.3,0.73
50367,0.05,0.17
50368,0.03,0.36
50369,0.44,0.63
50370,0.39,0.78
50371,0.13,0.59
50372,0.04,0.07
50373,0.02,0.34
50374,0.13,0.27
50375,0.11,0.38
50376,0.14,0.25
50377,0.4,0.95
50378,0.02,0.05
50379,0.33,0.54
50380,0.15,0.46
50381,0.02,0.12
50382,0.13,0.54
50383,0.27,0.52
50384,0.11,0.1
50385,0.08,0.44
50386,0.58,0.54
50387,0.19,0.25
50388,0.05,0.16
50389,0.02,0.07
50390,0.15,0.63
50391,0.06,0.92
50392,0.11,0.12
50393,0.09,0.56
50394,0.35,0.6
50395,0.78,0.57
50396,0.06,0.1
50397,0.31,0.58
50398,0.05,0.36
50399,0.13,0.86
50400,0.02,0.52
50401,0.22,0.5
50402,0.23,0.57
50403,0.05,0.22
50404,0.04,0.3
50405,0.41,0.6
50406,0.17,0.66
50407,0.04,0.41
50408,0.2,0.89
50409,0.05,0.61
50410,0.01,0.06
50411,0.41,0.75
50412,0.4,0.42
50413,0.12,0.21
50414,0.18,0.21
50415,0.12,0.28
50416,0.07,0.4
50417,0.11,0.53
50418,0.49,0.92
50419,0.09,0.14
50420,0.03,0.5
50421,0.07,0.06
50422,0.16,0.36
50423,0.17,0.69
50424,0.75,0.95
50425,0.05,0.87
50426,0.09,0.83
50427,0.04,0.01
50428,0.66,0.69
50429,0.1,0.38
50430,0.03,0.06
50431,0.1,0.15
50432,0.08,0.79
50433,0.16,0.21
50434,0.0,0.17
50435,0.68,0.88
50436,0.16,0.91
50437,0.11,0.43
50438,0.38,0.82
50439,0.22,0.61
50440,0.12,0.47
50441,0.73,0.86
50442,0.08,0.12
50443,0.23,0.76
50444,0.8,0.99
50445,0.39,0.65
50446,0.42,0.37
50447,0.21,0.27
50448,0.25,0.62
50449,0.49,0.63
50450,0.47,0.51
50451,0.46,0.56
50452,0.06,0.63
50453,0.6,0.66
50454,0.05,0.74
50455,0.45,0.67
50456,0.16,0.21
50457,0.05,0.16
50458,0.15,0.84
50459,0.37,0.76
50460,0.04,0.25
50461,0.51,0.58
50462,0.48,0.67
50463,0.01,0.33
50464,0.08,0.08
50465,0.04,0.21
50466,0.24,0.41
50467,0.44,0.56
50468,0.15,0.15
50469,0.51,0.72
50470,0.02,0.14
50471,0.53,0.82
50472,0.25,0.7
50473,0.47,0.6
50474,0.91,0.93
50475,0.1,0.91
50476,0.07,0.23
50477,0.07,0.51
50478,0.05,0.11
50479,0.13,0.16
50480,0.05,0.47
50481,0.39,0.64
50482,0.42,0.64
50483,0.2,0.13
50484,0.19,0.45
50485,0.01,0.19
50486,0.16,0.94
50487,0.05,0.06
50488,0.18,0.81
50489,0.11,0.8
50490,0.05,0.16
50491,0.03,0.1
50492,0.15,0.26
50493,0.04,0.48
50494,0.27,0.15
50495,0.63,0.71
50496,0.23,0.62
50497,0.16,0.29
50498,0.01,0.27
50499,0.12,0.27
50500,0.78,0.85
50501,0.02,0.16
50502,0.07,0.38
50503,0.01,0.05
50504,0.36,0.83
50505,0.01,0.08
50506,0.09,0.18
50507,0.13,0.19
50508,0.04,0.22
50509,0.44,0.15
50510,0.04,0.44
50511,0.05,0.64
50512,0.04,0.24
50513,0.15,0.37
50514,0.48,0.84
50515,0.0,0.04
50516,0.62,0.66
50517,0.11,0.2
50518,0.04,0.51
50519,0.16,0.39
50520,0.13,0.4
50521,0.28,0.56
50522,0.63,0.78
50523,0.24,0.77
50524,0.13,0.44
50525,0.19,0.89
50526,0.09,0.87
50527,0.05,0.24
50528,0.03,0.13
50529,0.06,0.15
50530,0.14,0.89
50531,0.52,0.71
50532,0.05,0.23
50533,0.06,0.1
50534,0.12,0.16
50535,0.13,0.26
50536,0.05,0.2
50537,0.02,0.35
50538,0.15,0.26
50539,0.1,0.29
50540,0.09,0.44
50541,0.04,0.92
50542,0.19,0.59
50543,0.5,0.72
50544,0.07,0.06
50545,0.2,0.26
50546,0.02,0.31
50547,0.05,0.41
50548,0.8,0.85
50549,0.43,0.27
50550,0.0,0.49
50551,0.07,0.77
50552,0.88,0.91
50553,0.0,0.1
50554,0.2,0.58
50555,0.9,0.86
50556,0.09,0.14
50557,0.27,0.47
50558,0.02,0.15
50559,0.77,0.95
50560,0.35,0.89
50561,0.14,0.2
50562,0.03,0.37
50563,0.12,0.17
50564,0.31,0.8
50565,0.19,0.72
50566,0.07,0.27
50567,0.71,0.63
50568,0.08,0.46
50569,0.06,0.07
50570,0.18,0.43
50571,0.06,0.15
50572,0.13,0.27
50573,0.06,0.59
50574,0.29,0.66
50575,0.01,0.1
50576,0.08,0.28
50577,0.08,0.85
50578,0.18,0.57
50579,0.08,0.37
50580,0.24,0.24
50581,0.49,0.68
50582,0.03,0.22
50583,0.13,0.19
50584,0.09,0.34
50585,0.05,0.04
50586,0.06,0.73
50587,0.0,0.12
50588,0.54,0.56
50589,0.4,0.77
50590,0.64,0.93
50591,0.02,0.23
50592,0.23,0.86
50593,0.21,0.82
50594,0.37,0.49
50595,0.11,0.54
50596,0.13,0.24
50597,0.46,0.52
50598,0.15,0.35
50599,0.21,0.91
50600,0.57,0.22
50601,0.17,0.24
50602,0.89,0.86
50603,0.06,0.21
50604,0.62,0.73
50605,0.35,0.6
50606,0.15,0.24
50607,0.2,0.24
50608,0.15,0.14
50609,0.13,0.32
50610,0.03,0.24
50611,0.04,0.1
50612,0.1,0.36
50613,0.15,0.87
50614,0.16,0.38
50615,0.02,0.18
50616,0.04,0.11
50617,0.51,0.77
50618,0.2,0.47
50619,0.31,0.57
50620,0.03,0.78
50621,0.37,0.74
50622,0.05,0.25
50623,0.13,0.28
50624,0.31,0.6
50625,0.06,0.11
50626,0.05,0.2
50627,0.14,0.68
50628,0.16,0.57
50629,0.18,0.9
50630,0.07,0.92
50631,0.22,0.49
50632,0.11,0.59
50633,0.09,0.11
50634,0.35,0.72
50635,0.25,0.85
50636,0.16,0.59
50637,0.06,0.12
50638,0.07,0.63
50639,0.4,0.73
50640,0.02,0.15
50641,0.0,0.01
50642,0.05,0.13
50643,0.49,0.87
50644,0.06,0.65
50645,0.09,0.44
50646,0.35,0.59
50647,0.16,0.3
50648,0.1,0.75
50649,0.08,0.22
50650,0.08,0.43
50651,0.17,0.58
50652,0.18,0.35
50653,0.25,0.72
50654,0.16,0.36
50655,0.83,0.89
50656,0.1,0.35
50657,0.08,0.31
50658,0.04,0.23
50659,0.07,0.8
50660,0.51,0.63
50661,0.67,0.75
50662,0.29,0.68
50663,0.84,0.94
50664,0.07,0.08
50665,0.31,0.53
50666,0.79,0.9
50667,0.43,0.66
50668,0.14,0.34
50669,0.59,0.73
50670,0.14,0.23
50671,0.07,0.24
50672,0.0,0.85
50673,0.12,0.55
50674,0.07,0.35
50675,0.15,0.56
50676,0.09,0.64
50677,0.5,0.6
50678,0.1,0.24
50679,0.24,0.25
50680,0.06,0.22
50681,0.01,0.05
50682,0.29,0.86
50683,0.34,0.31
50684,0.02,0.12
50685,0.42,0.28
50686,0.57,0.81
50687,0.05,0.05
50688,0.84,0.88
50689,0.08,0.25
50690,0.83,0.93
50691,0.54,0.24
50692,0.22,0.33
50693,0.3,0.74
50694,0.16,0.96
50695,0.0,0.11
50696,0.13,0.73
50697,0.18,0.68
50698,0.08,0.31
50699,0.2,0.57
50700,0.02,0.13
50701,0.18,0.76
50702,0.12,0.84
50703,0.14,0.63
50704,0.62,0.73
50705,0.03,0.79
50706,0.07,0.2
50707,0.13,0.25
50708,0.37,0.66
50709,0.09,0.3
50710,0.41,0.59
50711,0.19,0.44
50712,0.24,0.43
50713,0.24,0.08
50714,0.6,0.9
50715,0.07,0.77
50716,0.41,0.73
50717,0.41,0.37
50718,0.75,0.57
50719,0.14,0.57
50720,0.42,0.91
50721,0.1,0.13
50722,0.13,0.08
50723,0.14,0.66
50724,0.5,0.57
50725,0.01,0.45
50726,0.04,0.06
50727,0.12,0.19
50728,0.1,0.98
50729,0.05,0.06
50730,0.17,0.26
50731,0.03,0.39
50732,0.1,0.41
50733,0.48,0.64
50734,0.42,0.64
50735,0.11,0.2
50736,0.11,0.53
50737,0.06,0.27
50738,0.11,0.61
50739,0.14,0.21
50740,0.25,0.93
50741,0.06,0.57
50742,0.11,0.72
50743,0.4,0.84
50744,0.1,0.4
50745,0.1,0.32
50746,0.11,0.43
50747,0.07,0.16
50748,0.1,0.12
50749,0.22,0.42
50750,0.08,0.32
50751,0.04,0.12
50752,0.07,0.3
50753,0.26,0.31
50754,0.12,0.24
50755,0.41,0.79
50756,0.81,0.92
50757,0.3,0.85
50758,0.17,0.32
50759,0.08,0.3
50760,0.37,0.62
50761,0.72,0.71
50762,0.06,0.24
50763,0.05,0.01
50764,0.1,0.86
50765,0.12,0.17
50766,0.05,0.07
50767,0.08,0.3
50768,0.14,0.68
50769,0.39,0.34
50770,0.09,0.14
50771,0.03,0.84
50772,0.37,0.35
50773,0.71,0.88
50774,0.18,0.26
50775,0.25,0.38
50776,0.88,0.98
50777,0.32,0.83
50778,0.22,0.49
50779,0.28,0.55
50780,0.33,0.46
50781,0.06,0.14
50782,0.76,0.98
50783,0.24,0.27
50784,0.11,0.53
50785,0.74,0.91
50786,0.16,0.19
50787,0.11,0.89
50788,0.08,0.02
50789,0.52,0.64
50790,0.27,0.44
50791,0.26,0.42
50792,0.1,0.88
50793,0.07,0.81
50794,0.08,0.16
50795,0.12,0.19
50796,0.12,0.1
50797,0.09,0.43
50798,0.29,0.88
50799,0.13,0.58
50800,0.1,0.24
50801,0.07,0.62
50802,0.05,0.11
50803,0.04,0.11
50804,0.43,0.14
50805,0.13,0.12
50806,0.16,0.13
50807,0.03,0.6
50808,0.14,0.59
50809,0.12,0.97
50810,0.07,0.7
50811,0.52,0.74
50812,0.0,0.09
50813,0.04,0.93
50814,0.32,0.34
50815,0.51,0.58
50816,0.65,0.85
50817,0.34,0.64
50818,0.11,0.16
50819,0.29,0.63
50820,0.26,0.84
